SRR1930034	SRR1930035	SRR1930036	SRR1930037	SRR1930038	SRR1930039
ENSMUSG00000096745	0	0	0	0	0	0
ENSMUSG00000084273	0	0	0	0	0	0
ENSMUSG00000097913	0	0	0	0	0	0
ENSMUSG00000093924	0	0	0	0	0	0
ENSMUSG00000096363	0	0	0	0	0	0
ENSMUSG00000095680	0	0	0	0	0	0
ENSMUSG00000095291	0	0	0	0	0	0
ENSMUSG00000096088	0	0	0	0	0	0
ENSMUSG00000096483	0	0	0	0	0	0
ENSMUSG00000094278	0	0	0	0	0	0
ENSMUSG00000094005	0	0	0	0	0	0
ENSMUSG00000084335	0	0	0	0	0	0
ENSMUSG00000095605	0	0	0	0	0	0
ENSMUSG00000093978	0	0	0	0	0	0
ENSMUSG00000095136	0	0	0	0	0	0
ENSMUSG00000094566	0	0	0	0	0	0
ENSMUSG00000084034	0	0	0	0	0	0
ENSMUSG00000020536	681	672	660	757	689	647
ENSMUSG00000002812	1193	1180	1309	1422	1245	1196
ENSMUSG00000018599	219	180	216	283	211	228
ENSMUSG00000092734	0	0	1	0	1	3
ENSMUSG00000089581	0	1	0	1	2	0
ENSMUSG00000002814	109	116	123	146	108	123
ENSMUSG00000049323	865	1044	965	1083	924	923
ENSMUSG00000020534	54	56	65	85	65	93
ENSMUSG00000088956	0	0	0	0	0	0
ENSMUSG00000081578	8	6	2	10	13	8
ENSMUSG00000083016	0	0	0	0	0	2
ENSMUSG00000042569	191	173	179	276	204	187
ENSMUSG00000043284	287	257	256	362	316	251
ENSMUSG00000097747	17	13	8	11	14	19
ENSMUSG00000018931	182	197	195	216	207	199
ENSMUSG00000042549	4	5	12	8	9	5
ENSMUSG00000018932	98	126	117	104	151	122
ENSMUSG00000042529	180	171	187	215	194	143
ENSMUSG00000010142	18	11	15	15	9	11
ENSMUSG00000080912	0	0	1	0	1	0
ENSMUSG00000042506	4293	4667	4660	4988	4639	4756
ENSMUSG00000082626	1	0	0	2	0	0
ENSMUSG00000019102	17	25	23	20	36	27
ENSMUSG00000010025	693	709	763	845	718	695
ENSMUSG00000069855	1	0	0	3	1	1
ENSMUSG00000064718	0	0	0	0	0	0
ENSMUSG00000010122	205	70	156	228	179	197
ENSMUSG00000109829	34	27	28	43	38	37
ENSMUSG00000082032	0	0	1	0	0	1
ENSMUSG00000010086	4612	4188	4429	6482	5235	5634
ENSMUSG00000042436	21	10	10	38	19	28
ENSMUSG00000001034	203	221	197	245	244	192
ENSMUSG00000060808	4	5	10	5	7	9
ENSMUSG00000001039	142	131	113	205	170	172
ENSMUSG00000001036	1795	1958	1893	2134	1964	1815
ENSMUSG00000085459	4	3	5	7	5	11
ENSMUSG00000004837	30	23	21	34	25	30
ENSMUSG00000042371	2	0	1	3	0	4
ENSMUSG00000042377	1	7	2	6	5	9
ENSMUSG00000020528	336	321	416	520	383	363
ENSMUSG00000004798	2742	3056	3130	3381	3054	2996
ENSMUSG00000072847	199	261	227	276	223	269
ENSMUSG00000098196	4	9	7	6	8	6
ENSMUSG00000047804	697	851	847	984	813	834
ENSMUSG00000064939	0	0	0	0	0	0
ENSMUSG00000084805	1	0	0	0	0	1
ENSMUSG00000042331	1939	2046	2071	2172	1783	1734
ENSMUSG00000083212	0	0	0	0	0	0
ENSMUSG00000018500	27	25	28	24	32	27
ENSMUSG00000014243	66	74	73	83	84	73
ENSMUSG00000042298	2017	2227	2411	2479	2240	2429
ENSMUSG00000081340	2	8	5	1	2	1
ENSMUSG00000018501	7416	8890	8092	8935	8579	8516
ENSMUSG00000081944	31	50	51	36	50	45
ENSMUSG00000014245	59	72	74	72	82	59
ENSMUSG00000086310	0	0	0	0	1	0
ENSMUSG00000086636	0	2	0	0	0	0
ENSMUSG00000018509	304	246	294	373	294	274
ENSMUSG00000087120	6	4	6	3	3	8
ENSMUSG00000019505	5947	3198	3933	6132	6625	5093
ENSMUSG00000085748	1	0	1	0	1	0
ENSMUSG00000018507	305	336	328	398	341	350
ENSMUSG00000086841	141	141	137	162	144	149
ENSMUSG00000064437	8	8	2	10	3	6
ENSMUSG00000065734	6	4	6	8	13	6
ENSMUSG00000077457	8	3	4	8	8	1
ENSMUSG00000046417	323	306	335	339	362	341
ENSMUSG00000085762	8	11	15	10	9	8
ENSMUSG00000085170	2	2	7	2	9	8
ENSMUSG00000048497	177	174	159	132	154	113
ENSMUSG00000081852	3	3	0	0	0	0
ENSMUSG00000005267	460	538	529	556	554	548
ENSMUSG00000098292	1	1	3	1	2	3
ENSMUSG00000084020	0	0	0	0	0	0
ENSMUSG00000047342	395	334	357	474	364	353
ENSMUSG00000096083	0	0	0	0	0	0
ENSMUSG00000086674	0	0	0	1	0	0
ENSMUSG00000064692	1	0	0	2	0	2
ENSMUSG00000047821	26	25	23	28	29	30
ENSMUSG00000090173	18	10	20	13	19	15
ENSMUSG00000014177	213	218	208	304	208	236
ENSMUSG00000086677	7	5	6	1	3	2
ENSMUSG00000087039	1	0	0	0	0	0
ENSMUSG00000042200	0	1	1	1	0	0
ENSMUSG00000087604	0	0	0	0	0	0
ENSMUSG00000042189	0	0	1	0	0	1
ENSMUSG00000018217	213	204	264	259	229	161
ENSMUSG00000085532	0	0	1	0	0	0
ENSMUSG00000083052	0	1	0	0	0	0
ENSMUSG00000081600	14	14	33	26	17	34
ENSMUSG00000085113	1	0	2	2	0	0
ENSMUSG00000082256	0	0	0	0	0	0
ENSMUSG00000083142	0	0	0	0	0	0
ENSMUSG00000081455	2	4	4	10	5	5
ENSMUSG00000070407	40	24	38	42	17	22
ENSMUSG00000042148	320	367	374	444	351	365
ENSMUSG00000086359	12	10	9	7	7	5
ENSMUSG00000084884	9	7	5	6	5	5
ENSMUSG00000087497	112	135	132	190	121	140
ENSMUSG00000087622	3	0	1	2	0	1
ENSMUSG00000095224	0	0	0	1	1	0
ENSMUSG00000047759	23	21	17	16	14	21
ENSMUSG00000080430	0	0	0	0	0	0
ENSMUSG00000081756	0	0	0	0	0	0
ENSMUSG00000086490	0	0	0	0	0	0
ENSMUSG00000020549	552	508	522	660	560	579
ENSMUSG00000033389	2422	2267	2313	3224	2545	2541
ENSMUSG00000083935	4	3	9	6	7	11
ENSMUSG00000076394	0	1	0	0	2	0
ENSMUSG00000020548	18	24	25	34	25	45
ENSMUSG00000082857	1	0	0	0	0	0
ENSMUSG00000020542	22	12	14	25	6	14
ENSMUSG00000085162	1	1	2	4	6	5
ENSMUSG00000065104	0	0	0	0	0	0
ENSMUSG00000033352	3638	3765	3960	4711	3590	3780
ENSMUSG00000076460	3	3	2	7	1	1
ENSMUSG00000018347	203	204	218	234	182	214
ENSMUSG00000056752	133	135	115	170	127	127
ENSMUSG00000084967	13	11	12	8	15	22
ENSMUSG00000053930	167	176	121	146	139	102
ENSMUSG00000080978	3	4	1	0	0	1
ENSMUSG00000072834	0	0	0	0	0	0
ENSMUSG00000048070	25	31	26	20	15	11
ENSMUSG00000085683	0	0	0	0	0	0
ENSMUSG00000085926	0	0	0	0	0	0
ENSMUSG00000050270	2	3	5	4	1	2
ENSMUSG00000020910	186	208	177	236	219	174
ENSMUSG00000069844	126	134	150	179	146	174
ENSMUSG00000020908	64	96	102	162	128	120
ENSMUSG00000098855	0	0	0	0	0	0
ENSMUSG00000087410	2	6	0	3	3	2
ENSMUSG00000033196	29	21	41	45	44	32
ENSMUSG00000085479	4	2	0	1	0	3
ENSMUSG00000056328	17	30	29	31	39	25
ENSMUSG00000085348	8	2	5	17	6	7
ENSMUSG00000057003	23	25	20	13	18	21
ENSMUSG00000055775	8	9	11	30	16	18
ENSMUSG00000060180	18	12	12	25	15	27
ENSMUSG00000084567	0	0	0	0	0	0
ENSMUSG00000033066	14775	15537	16660	19208	17231	17914
ENSMUSG00000087058	0	0	0	0	0	6
ENSMUSG00000049928	252	269	280	388	343	390
ENSMUSG00000020907	13	8	9	9	17	12
ENSMUSG00000097886	1	0	1	0	0	1
ENSMUSG00000033044	0	1	0	2	1	3
ENSMUSG00000020905	40	58	60	93	83	84
ENSMUSG00000055134	12	10	15	13	17	19
ENSMUSG00000020904	4	3	4	5	15	4
ENSMUSG00000020903	239	222	281	330	251	261
ENSMUSG00000082266	1	2	1	3	0	3
ENSMUSG00000089599	1	0	0	0	0	0
ENSMUSG00000083924	0	0	0	0	0	0
ENSMUSG00000087242	13	8	12	10	10	13
ENSMUSG00000020902	217	172	158	216	193	183
ENSMUSG00000099174	0	1	1	0	0	0
ENSMUSG00000084993	0	0	0	0	0	0
ENSMUSG00000020901	29	39	46	62	50	57
ENSMUSG00000046207	74	61	59	101	67	102
ENSMUSG00000048329	0	0	1	2	0	0
ENSMUSG00000085937	0	0	0	0	0	0
ENSMUSG00000045915	1	0	1	2	1	2
ENSMUSG00000020900	5321	6689	5663	6241	6402	6175
ENSMUSG00000018736	2016	1918	2164	2513	2125	2001
ENSMUSG00000046490	0	1	0	1	1	0
ENSMUSG00000060938	1821	1657	1526	2345	1800	1561
ENSMUSG00000088910	1	1	0	1	2	0
ENSMUSG00000032921	2	1	6	7	0	1
ENSMUSG00000052921	215	220	241	286	272	243
ENSMUSG00000018740	45	64	42	54	61	53
ENSMUSG00000032892	1	0	0	0	2	0
ENSMUSG00000020899	606	542	523	662	544	580
ENSMUSG00000092727	0	0	0	0	0	0
ENSMUSG00000084522	2	2	2	0	1	1
ENSMUSG00000020898	635	678	664	707	683	594
ENSMUSG00000020897	3	2	5	6	3	5
ENSMUSG00000072809	31	30	35	56	48	37
ENSMUSG00000045176	225	197	229	263	224	228
ENSMUSG00000020895	73	56	57	99	56	57
ENSMUSG00000064899	1	4	3	1	1	1
ENSMUSG00000084069	1	0	0	0	0	1
ENSMUSG00000088787	0	0	1	1	0	0
ENSMUSG00000020894	3683	5895	4350	4038	4506	4408
ENSMUSG00000020893	846	2083	1726	1188	1736	1519
ENSMUSG00000097386	4	9	5	10	13	12
ENSMUSG00000023781	3	10	10	11	5	10
ENSMUSG00000020892	196	197	197	222	214	223
ENSMUSG00000032807	196	141	153	312	252	246
ENSMUSG00000020891	57	37	63	103	68	70
ENSMUSG00000020890	53	46	60	57	42	47
ENSMUSG00000089438	0	0	0	0	0	0
ENSMUSG00000087003	1	2	0	0	0	0
ENSMUSG00000032782	423	370	409	446	360	387
ENSMUSG00000049299	411	391	379	551	409	388
ENSMUSG00000018470	715	622	777	776	626	634
ENSMUSG00000086900	6	3	4	6	4	3
ENSMUSG00000043419	1636	1645	1674	1962	1411	1573
ENSMUSG00000018474	8600	9789	8726	11335	10445	10209
ENSMUSG00000087881	647	484	551	844	533	557
ENSMUSG00000091095	2	0	0	3	0	0
ENSMUSG00000044795	272	196	238	290	279	192
ENSMUSG00000059278	108	99	122	147	127	124
ENSMUSG00000045377	52	54	40	52	55	49
ENSMUSG00000018476	224	390	233	283	335	328
ENSMUSG00000085178	1	8	11	5	5	4
ENSMUSG00000005237	48	35	36	60	49	68
ENSMUSG00000086591	0	1	3	1	1	2
ENSMUSG00000098432	0	1	0	0	0	0
ENSMUSG00000003934	706	625	751	968	763	754
ENSMUSG00000041346	125	100	130	169	100	120
ENSMUSG00000059552	154	150	174	177	171	184
ENSMUSG00000041329	2482	2777	2554	2911	2715	2762
ENSMUSG00000005202	1	0	0	0	0	0
ENSMUSG00000069835	79	94	81	117	94	91
ENSMUSG00000083485	1	1	0	1	1	0
ENSMUSG00000083300	0	0	0	1	2	0
ENSMUSG00000018765	1707	1600	1725	2117	1763	1648
ENSMUSG00000080573	6	2	1	5	2	9
ENSMUSG00000041287	1	5	2	6	4	6
ENSMUSG00000018761	293	267	293	364	300	316
ENSMUSG00000088752	0	0	0	0	0	0
ENSMUSG00000018774	104	99	103	117	107	82
ENSMUSG00000059796	4023	3856	2547	5098	4202	3419
ENSMUSG00000065862	0	0	0	0	0	0
ENSMUSG00000089542	2	5	6	4	7	3
ENSMUSG00000084708	0	0	0	0	0	0
ENSMUSG00000005204	1025	995	989	1243	1089	1052
ENSMUSG00000085890	1	4	8	4	10	6
ENSMUSG00000018752	5	5	9	4	7	9
ENSMUSG00000089669	11	9	13	13	14	13
ENSMUSG00000097328	45	51	58	62	55	46
ENSMUSG00000081333	0	0	0	0	0	0
ENSMUSG00000005198	557	1036	787	809	768	888
ENSMUSG00000018776	5	3	3	5	5	3
ENSMUSG00000018750	4123	3854	4063	4290	3763	3817
ENSMUSG00000041189	32	41	52	49	58	43
ENSMUSG00000042826	166	143	120	277	252	237
ENSMUSG00000089876	10	4	3	9	9	7
ENSMUSG00000109737	0	0	0	0	0	0
ENSMUSG00000044084	0	0	0	0	0	0
ENSMUSG00000041165	1	2	0	1	4	2
ENSMUSG00000051790	3175	3457	3223	3664	3663	3470
ENSMUSG00000070394	170	155	154	223	150	167
ENSMUSG00000019461	156	129	138	161	142	144
ENSMUSG00000001583	2	5	5	2	1	3
ENSMUSG00000094845	2	0	0	0	0	2
ENSMUSG00000046731	23	7	23	19	17	27
ENSMUSG00000001588	1	0	5	0	0	0
ENSMUSG00000104996	0	0	0	0	0	0
ENSMUSG00000018570	8	5	6	11	3	4
ENSMUSG00000047284	2143	2035	2223	2482	2301	2054
ENSMUSG00000023170	405	366	435	495	405	407
ENSMUSG00000078812	2584	2617	2571	3119	2736	2654
ENSMUSG00000018554	21	24	26	27	23	32
ENSMUSG00000018566	29	22	21	26	18	13
ENSMUSG00000084251	0	0	0	0	0	0
ENSMUSG00000018569	4	7	8	2	6	4
ENSMUSG00000018565	786	696	814	967	787	692
ENSMUSG00000105100	2	1	0	1	1	1
ENSMUSG00000018559	376	467	342	486	428	377
ENSMUSG00000018567	1449	1331	1472	1840	1387	1348
ENSMUSG00000018572	499	478	527	538	501	546
ENSMUSG00000020888	343	390	361	333	398	353
ENSMUSG00000018574	270	225	280	379	261	296
ENSMUSG00000065534	0	0	0	0	0	0
ENSMUSG00000020886	8983	8548	8695	11402	10453	9175
ENSMUSG00000020884	18	8	6	19	8	7
ENSMUSG00000040963	0	0	0	1	1	0
ENSMUSG00000081515	0	0	0	0	0	0
ENSMUSG00000040950	2	2	2	12	7	3
ENSMUSG00000000318	6	0	3	7	4	6
ENSMUSG00000040938	252	205	283	314	277	311
ENSMUSG00000044367	82	89	66	87	82	73
ENSMUSG00000000317	25	18	32	35	27	38
ENSMUSG00000070109	3	2	3	1	3	4
ENSMUSG00000105220	0	0	0	0	0	0
ENSMUSG00000065411	2	0	1	1	1	1
ENSMUSG00000020831	22	21	34	28	27	33
ENSMUSG00000040904	4	2	2	1	2	3
ENSMUSG00000093989	11	7	6	12	5	4
ENSMUSG00000000320	7	2	6	4	4	4
ENSMUSG00000018907	1	0	0	0	0	0
ENSMUSG00000018924	0	0	0	0	0	1
ENSMUSG00000082145	40	36	34	45	42	41
ENSMUSG00000018921	362	396	378	415	383	396
ENSMUSG00000082370	1	0	0	0	0	0
ENSMUSG00000080814	0	0	0	0	0	0
ENSMUSG00000060216	661	622	696	862	753	689
ENSMUSG00000099109	0	0	0	0	0	0
ENSMUSG00000018923	77	78	49	94	92	67
ENSMUSG00000018920	25	15	17	37	35	29
ENSMUSG00000040829	6	5	7	5	9	7
ENSMUSG00000018919	2	1	0	3	0	2
ENSMUSG00000020830	0	0	0	1	1	1
ENSMUSG00000081690	0	2	1	1	0	1
ENSMUSG00000046811	0	1	2	1	0	4
ENSMUSG00000018286	984	763	936	1220	903	872
ENSMUSG00000109833	0	0	0	0	0	0
ENSMUSG00000072768	0	0	0	0	0	0
ENSMUSG00000020828	242	203	197	287	251	247
ENSMUSG00000020827	5739	5375	5657	7279	6376	6306
ENSMUSG00000086976	6	0	2	2	1	1
ENSMUSG00000014609	4	5	4	9	6	8
ENSMUSG00000087279	0	4	5	2	4	2
ENSMUSG00000085952	0	0	0	0	0	0
ENSMUSG00000050675	20	21	30	16	29	24
ENSMUSG00000014606	1208	1143	1211	1431	1182	1134
ENSMUSG00000040746	998	937	970	1203	1021	968
ENSMUSG00000018293	991	883	1039	1117	1039	1043
ENSMUSG00000087523	19	23	21	26	23	27
ENSMUSG00000060600	58	95	75	90	66	80
ENSMUSG00000018287	255	281	294	373	305	323
ENSMUSG00000040712	2381	2441	2517	2741	2663	2446
ENSMUSG00000057054	31	33	37	41	35	25
ENSMUSG00000020821	1156	1296	1360	1304	1283	1211
ENSMUSG00000105932	0	0	0	0	0	0
ENSMUSG00000085502	0	0	0	1	1	1
ENSMUSG00000082983	0	0	0	0	0	0
ENSMUSG00000076232	0	0	0	0	0	0
ENSMUSG00000043602	215	185	206	268	184	200
ENSMUSG00000057135	0	1	1	0	1	2
ENSMUSG00000020817	3509	3749	3900	4846	3724	3927
ENSMUSG00000093858	7	11	11	15	5	16
ENSMUSG00000081968	0	2	0	3	3	5
ENSMUSG00000084139	6	3	5	1	1	6
ENSMUSG00000040667	1033	1147	1112	1447	1190	1186
ENSMUSG00000018449	181	172	214	217	184	209
ENSMUSG00000018446	154	216	182	200	210	190
ENSMUSG00000040620	860	923	973	1091	1011	1032
ENSMUSG00000065246	0	1	1	1	1	3
ENSMUSG00000018442	394	486	537	581	452	522
ENSMUSG00000040599	280	351	286	350	305	369
ENSMUSG00000018451	2394	2198	2535	2961	2316	2497
ENSMUSG00000083171	1	0	0	0	0	0
ENSMUSG00000082098	0	0	0	0	0	0
ENSMUSG00000069830	7	3	4	3	0	1
ENSMUSG00000070390	9	12	9	16	13	15
ENSMUSG00000094154	0	0	0	0	0	0
ENSMUSG00000092528	10	8	15	12	16	17
ENSMUSG00000096455	0	0	0	0	0	0
ENSMUSG00000085230	0	0	0	0	0	0
ENSMUSG00000072753	0	0	0	0	0	0
ENSMUSG00000087116	3	2	1	4	7	6
ENSMUSG00000085659	0	0	0	0	0	0
ENSMUSG00000085251	0	2	2	2	0	0
ENSMUSG00000020811	851	802	808	1008	792	707
ENSMUSG00000077456	0	0	0	0	0	0
ENSMUSG00000085528	0	0	0	0	0	0
ENSMUSG00000080577	0	0	0	0	0	0
ENSMUSG00000040554	1	1	0	2	1	0
ENSMUSG00000020808	6	12	3	7	5	5
ENSMUSG00000040543	2070	1969	2152	2168	2126	2127
ENSMUSG00000020807	763	827	851	972	926	1001
ENSMUSG00000107877	95	124	109	131	123	148
ENSMUSG00000020803	285	232	299	328	254	270
ENSMUSG00000020801	140	190	188	280	178	221
ENSMUSG00000053574	47	33	39	63	49	42
ENSMUSG00000020805	120	145	142	174	188	159
ENSMUSG00000086951	5	2	2	4	3	4
ENSMUSG00000084599	0	0	0	0	0	0
ENSMUSG00000040483	40	36	35	49	47	48
ENSMUSG00000070388	0	0	0	0	2	0
ENSMUSG00000088747	0	0	0	0	0	0
ENSMUSG00000020799	8	11	14	19	12	14
ENSMUSG00000098658	0	0	0	0	0	0
ENSMUSG00000045667	8	13	12	8	20	11
ENSMUSG00000040471	0	2	2	0	3	0
ENSMUSG00000040463	524	627	550	528	570	504
ENSMUSG00000040447	806	837	978	1230	1032	1057
ENSMUSG00000020798	5	7	5	12	6	11
ENSMUSG00000081675	2	3	4	10	2	5
ENSMUSG00000020794	819	910	893	1054	993	913
ENSMUSG00000064567	1	3	1	2	0	0
ENSMUSG00000092725	0	0	0	0	1	0
ENSMUSG00000020790	1022	1125	1082	1272	1090	1156
ENSMUSG00000057778	232	210	222	270	228	219
ENSMUSG00000055670	1914	2103	2033	2313	2008	2168
ENSMUSG00000089224	2	1	5	1	3	6
ENSMUSG00000084329	29	14	26	22	25	30
ENSMUSG00000065298	1	1	0	1	0	0
ENSMUSG00000105756	1	0	0	0	0	0
ENSMUSG00000020788	54	50	37	53	32	27
ENSMUSG00000020787	10	9	7	13	10	13
ENSMUSG00000086943	36	26	31	40	33	34
ENSMUSG00000020785	2059	2089	2502	2635	2206	2372
ENSMUSG00000020783	496	608	579	564	541	611
ENSMUSG00000005947	1	0	2	4	4	4
ENSMUSG00000050107	6	4	5	6	7	3
ENSMUSG00000005950	3	3	4	13	5	13
ENSMUSG00000047260	544	410	524	729	491	533
ENSMUSG00000040158	31	69	58	88	74	63
ENSMUSG00000005949	364	361	364	437	333	430
ENSMUSG00000005951	38	34	49	60	52	46
ENSMUSG00000082405	0	1	3	0	1	0
ENSMUSG00000005952	0	2	1	1	0	2
ENSMUSG00000043029	30	32	38	31	31	35
ENSMUSG00000020774	228	257	263	192	178	149
ENSMUSG00000069825	0	0	0	1	0	0
ENSMUSG00000062128	0	0	0	0	0	0
ENSMUSG00000063881	0	1	0	0	0	0
ENSMUSG00000086011	0	0	0	0	0	0
ENSMUSG00000069824	0	0	0	0	0	0
ENSMUSG00000108577	0	0	0	0	0	0
ENSMUSG00000069823	0	0	0	0	0	0
ENSMUSG00000086278	0	0	0	0	0	0
ENSMUSG00000108673	0	0	0	0	0	0
ENSMUSG00000055971	0	2	0	0	0	0
ENSMUSG00000084387	0	0	0	0	0	0
ENSMUSG00000072709	0	0	0	0	0	0
ENSMUSG00000108742	0	0	0	0	0	0
ENSMUSG00000072708	0	0	0	0	0	0
ENSMUSG00000095312	0	0	0	0	0	0
ENSMUSG00000081961	0	0	0	0	0	0
ENSMUSG00000095095	0	0	0	0	0	0
ENSMUSG00000060335	0	0	0	0	0	0
ENSMUSG00000082338	0	0	0	0	0	0
ENSMUSG00000061246	0	0	0	0	0	0
ENSMUSG00000060630	0	0	0	0	0	0
ENSMUSG00000108598	0	0	0	0	0	0
ENSMUSG00000080781	0	0	0	0	0	0
ENSMUSG00000088811	0	0	0	0	0	0
ENSMUSG00000081552	914	1008	951	1151	1047	966
ENSMUSG00000070383	0	0	0	0	0	0
ENSMUSG00000069818	0	0	0	0	0	0
ENSMUSG00000070382	0	0	0	0	0	0
ENSMUSG00000061984	0	0	0	0	0	0
ENSMUSG00000081698	0	0	0	0	0	0
ENSMUSG00000094488	0	0	0	0	0	0
ENSMUSG00000108735	0	0	0	0	0	0
ENSMUSG00000056921	0	0	0	0	0	0
ENSMUSG00000108707	0	0	0	0	0	0
ENSMUSG00000062186	0	0	0	0	0	0
ENSMUSG00000108605	0	0	0	0	0	0
ENSMUSG00000069816	0	0	0	0	0	0
ENSMUSG00000079875	0	0	0	0	0	0
ENSMUSG00000057050	0	0	0	0	0	0
ENSMUSG00000049041	0	0	0	0	0	0
ENSMUSG00000047444	0	0	0	0	0	0
ENSMUSG00000043692	0	0	0	0	0	0
ENSMUSG00000069476	0	0	0	0	0	0
ENSMUSG00000081932	0	1	0	0	0	1
ENSMUSG00000081162	0	0	0	0	0	0
ENSMUSG00000070380	0	0	0	0	0	0
ENSMUSG00000070379	0	0	0	0	0	0
ENSMUSG00000070378	0	0	0	0	0	0
ENSMUSG00000070377	0	0	0	0	0	0
ENSMUSG00000083188	0	0	0	0	0	0
ENSMUSG00000081864	0	0	0	0	1	0
ENSMUSG00000070375	0	0	0	0	0	0
ENSMUSG00000081498	0	0	0	0	0	0
ENSMUSG00000070374	0	0	0	0	0	0
ENSMUSG00000082378	0	0	0	1	1	0
ENSMUSG00000083886	0	0	0	0	0	0
ENSMUSG00000070178	0	0	0	0	0	0
ENSMUSG00000083299	0	0	0	0	0	0
ENSMUSG00000063116	0	0	0	0	0	0
ENSMUSG00000054406	0	0	0	0	0	0
ENSMUSG00000058275	0	0	0	0	0	0
ENSMUSG00000038807	6594	6232	6739	8403	6686	6822
ENSMUSG00000093164	2	0	0	0	0	0
ENSMUSG00000069814	722	780	807	782	727	721
ENSMUSG00000020741	1632	1807	1704	1957	1947	1770
ENSMUSG00000020745	10983	12510	11699	13263	11182	11648
ENSMUSG00000088889	1	0	0	0	1	0
ENSMUSG00000081252	0	0	0	0	0	0
ENSMUSG00000010554	667	692	700	852	723	680
ENSMUSG00000000282	422	593	565	426	498	482
ENSMUSG00000038351	1251	1263	1286	1420	1373	1329
ENSMUSG00000098317	0	0	0	1	0	2
ENSMUSG00000038335	546	559	537	620	545	544
ENSMUSG00000077493	33	55	41	43	57	55
ENSMUSG00000077637	40	45	31	64	45	48
ENSMUSG00000001323	1449	1413	1398	1718	1505	1460
ENSMUSG00000038290	1059	1192	1136	1242	1170	1117
ENSMUSG00000088719	3	1	0	2	1	1
ENSMUSG00000101295	0	2	0	4	2	0
ENSMUSG00000085765	6	5	5	2	0	4
ENSMUSG00000085738	3	1	1	3	2	5
ENSMUSG00000082481	3	4	7	5	4	8
ENSMUSG00000043099	52	38	35	52	33	38
ENSMUSG00000085609	33	73	46	47	44	27
ENSMUSG00000065590	33	78	36	35	37	18
ENSMUSG00000065537	10	6	12	9	7	8
ENSMUSG00000038268	151	352	223	301	178	209
ENSMUSG00000078789	234	166	181	264	170	173
ENSMUSG00000045287	1136	1003	859	1153	1095	914
ENSMUSG00000000751	709	712	736	818	651	701
ENSMUSG00000106179	0	0	0	1	0	0
ENSMUSG00000018809	283	238	269	324	230	255
ENSMUSG00000000753	144	94	151	174	154	157
ENSMUSG00000085359	0	0	0	0	0	0
ENSMUSG00000084224	0	0	1	1	0	0
ENSMUSG00000038224	2	3	2	0	2	0
ENSMUSG00000045374	588	668	658	698	620	646
ENSMUSG00000085148	239	213	221	284	258	279
ENSMUSG00000038217	4	4	7	7	5	7
ENSMUSG00000065529	0	0	0	0	0	0
ENSMUSG00000020850	5363	6047	5745	6038	5607	5251
ENSMUSG00000038195	23	21	11	28	24	12
ENSMUSG00000038188	34	25	33	28	27	29
ENSMUSG00000109715	76	78	72	58	78	61
ENSMUSG00000038178	736	959	862	872	863	826
ENSMUSG00000093100	2	0	0	0	0	0
ENSMUSG00000017781	4735	5266	5025	5630	5103	4814
ENSMUSG00000085088	12	21	10	13	12	12
ENSMUSG00000081485	13	12	59	56	32	61
ENSMUSG00000006127	841	773	794	1012	845	891
ENSMUSG00000017774	347	344	359	353	404	410
ENSMUSG00000017776	1839	2262	1964	2451	2157	2032
ENSMUSG00000020849	2993	4115	3295	3472	3661	3269
ENSMUSG00000097051	22	23	15	22	24	25
ENSMUSG00000020848	213	238	186	270	257	210
ENSMUSG00000087059	1	0	0	1	0	2
ENSMUSG00000020847	34	39	38	58	44	35
ENSMUSG00000087322	0	0	0	0	2	2
ENSMUSG00000053783	18	41	47	64	69	52
ENSMUSG00000020846	201	193	233	208	231	188
ENSMUSG00000017288	877	1024	963	1121	1060	1043
ENSMUSG00000017286	620	612	656	811	614	711
ENSMUSG00000080701	3	1	2	3	1	2
ENSMUSG00000069808	193	230	233	225	208	212
ENSMUSG00000049396	4	2	1	3	2	4
ENSMUSG00000038057	14	9	6	2	3	14
ENSMUSG00000038046	151	139	144	191	175	178
ENSMUSG00000020844	158	92	146	218	120	144
ENSMUSG00000020843	297	270	274	342	275	297
ENSMUSG00000017631	8064	8271	8412	11198	9547	9299
ENSMUSG00000080763	18	18	7	13	19	8
ENSMUSG00000024205	1	1	1	0	1	0
ENSMUSG00000097147	3	3	5	0	0	1
ENSMUSG00000044243	13	12	10	17	17	15
ENSMUSG00000046275	13	15	9	9	14	9
ENSMUSG00000010392	1031	1024	1094	1205	963	1017
ENSMUSG00000020841	3251	3420	3374	4222	3513	3518
ENSMUSG00000020839	0	0	0	0	0	0
ENSMUSG00000020840	674	716	723	905	792	767
ENSMUSG00000088913	4	1	2	0	1	3
ENSMUSG00000020838	0	0	1	2	0	1
ENSMUSG00000087398	0	0	0	0	0	0
ENSMUSG00000037958	228	334	286	301	285	286
ENSMUSG00000077639	1	1	2	2	0	0
ENSMUSG00000065518	0	0	1	0	0	0
ENSMUSG00000050944	111	106	128	150	130	157
ENSMUSG00000082550	1	2	1	7	8	1
ENSMUSG00000102038	41	32	37	42	37	43
ENSMUSG00000109010	1	3	3	6	6	6
ENSMUSG00000037926	1577	1656	1569	1768	1580	1756
ENSMUSG00000077649	2	1	1	3	0	2
ENSMUSG00000083899	33	28	32	20	33	23
ENSMUSG00000020836	257	318	297	249	260	253
